customer_id,name,city,state,signup_date,care_plus
C100369,Tenzin Qureshi,Lucknow,UP,2022-09-21,N
C100370,Farah Verma,Nagpur,MH,2023-09-04,N
C100371,Meera Kaur,Chandigarh,CH,2024-04-16,N
C100372,Farah Shinde,Bhopal,MP,2024-07-01,N
C100373,Rohit Qureshi,Mumbai,MH,2023-08-20,N
C100374,Simran Mittal,Kochi,KL,2023-05-31,N
C100375,Reyansh Bose,Hyderabad,TS,2024-03-31,N
C100376,Ramesh Naidu,Bhubaneswar,OR,2024-03-19,N
C100377,Aditya Mehta,Mumbai,MH,2023-11-11,N
C100378,Ankit Sheikh,Delhi,DL,2022-07-26,Y
C100379,Meera Gill,Dehradun,UK,2023-06-28,N
C100380,Nikhil D'Souza,Pune,MH,2024-01-13,N
C100381,Saanvi Mathew,Ahmedabad,GJ,2023-12-08,N
C100382,Pooja Singh,Raipur,CG,2024-07-14,Y
C100383,Mohammed Mathew,Nagpur,MH,2024-08-27,N
C100384,Komal Ansari,Ranchi,JH,2024-11-08,Y
C100385,Riya Menon,Mysuru,KA,2024-02-29,N
C100386,Harpreet Agarwal,Noida,UP,2023-06-09,N
C100387,Anjali Verma,Visakhapatnam,AP,2023-12-14,N
C100388,Yash Das,Gurugram,HR,2024-08-16,N
C100389,Om Chopra,Pune,MH,2023-12-26,N
C100390,Saanvi Khanna,Surat,GJ,2023-03-16,N
C100391,Abhishek Roy,Nagpur,MH,2024-07-07,N
C100392,Payal Mathew,Indore,MP,2024-02-22,N
C100393,Steven Chauhan,Chandigarh,CH,2023-06-25,N
C100394,Neha Bansal,Guwahati,AS,2024-01-14,N
C100395,Nikhil Iyer,Raipur,CG,2024-04-05,N
C100396,Om Chauhan,Raipur,CG,2023-05-28,N
C100397,Geeta Menon,Patna,BR,2023-02-19,Y
C100398,Aadhya Kumar,Jaipur,RJ,2022-12-21,N
C100399,Ramesh Srivastava,Noida,UP,2023-05-07,N
C100400,Neha Arora,Chandigarh,CH,2023-12-23,N
C100401,Neha George,Chennai,TN,2024-09-24,N
C100402,Karan Chauhan,Gurugram,HR,2024-06-17,Y
C100403,Pranav Gaikwad,Gurugram,HR,2023-04-23,N
C100404,Jaspreet Shinde,Chandigarh,CH,2023-10-12,N
C100405,Aishwarya Gaikwad,Mysuru,KA,2023-07-16,N
C100406,Imran Chauhan,Noida,UP,2023-12-30,N
C100407,Ritika Kulkarni,Bengaluru,KA,2024-01-23,Y
C100408,Aarav Agarwal,Dehradun,UK,2023-06-28,N
C100409,Nisha Mathew,Surat,GJ,2024-07-13,N
C100410,Om Pereira,Mumbai,MH,2022-08-02,N
C100411,Kunal Qureshi,Mumbai,MH,2022-10-25,N
C100412,Zaid Ghosh,Guwahati,AS,2022-08-14,N
C100413,Ishaan Nair,Surat,GJ,2024-01-20,N
C100414,Geeta Menon,Dehradun,UK,2023-07-29,N
C100415,Vivaan Yadav,Delhi,DL,2023-12-07,Y
C100416,Vikram Bhatia,Visakhapatnam,AP,2023-02-19,N
C100417,Thomas George,Noida,UP,2023-01-01,Y
C100418,Siddharth Khan,Kolkata,WB,2022-10-26,N
C100419,Aarav Pandey,Surat,GJ,2024-07-15,Y
C100420,Om Kaur,Surat,GJ,2023-08-21,Y
C100421,Harpreet Bhatt,Mumbai,MH,2024-10-23,N
C100422,Steven Gaikwad,Indore,MP,2023-03-23,Y
C100423,Suresh Siddiqui,Gurugram,HR,2024-03-14,Y
C100424,Riya Dhillon,Kolkata,WB,2023-07-29,N
C100425,Vikram Shinde,Surat,GJ,2022-09-08,N
C100426,Dev Bhatia,Bhubaneswar,OR,2023-04-22,Y
C100427,Arjun Singh,Indore,MP,2023-11-20,N
C100428,Nikhil Chauhan,Mysuru,KA,2024-10-21,Y
C100429,Amit Goyal,Mumbai,MH,2022-08-03,N
C100430,Faisal Goyal,Pune,MH,2024-08-09,N
C100431,Vihaan Mittal,Coimbatore,TN,2023-03-30,N
C100432,Daniel Patel,Nagpur,MH,2024-08-14,N
C100433,Tanvi Das,Delhi,DL,2023-12-26,N
C100434,Imran Mathew,Dehradun,UK,2023-04-16,N
C100435,Geeta Sheikh,Dehradun,UK,2024-03-17,N
C100436,Rohan D'Souza,Thiruvananthapuram,KL,2023-08-22,Y
C100437,Gurpreet Chatterjee,Nashik,MH,2023-12-27,N
C100438,Manish Saxena,Patna,BR,2023-07-20,N
C100439,Ayaan Sethi,Guwahati,AS,2024-02-09,N
C100440,Jaspreet Chopra,Ranchi,JH,2023-10-28,N
C100441,Lobsang Mishra,Noida,UP,2022-08-28,N
C100442,Daniel Deshpande,Bhopal,MP,2023-02-07,N
C100443,Vikram Patel,Kochi,KL,2023-02-02,N
